Cell ID,Plate name,Brain area,Sample name,Reverse transcription date,Reverse transcription thermal block,TSO freeze thaw cycles,Pre PCR delay days,cDNA ampure beads purification date,cDNA concentration measurement date,Library prep date,Library PCR thermal block,Index kit used,Pool name,Type
X178G10_S271,178,Hippocampus,2H,7.10.2016,2,1,0,11.10.2016,9.11.2016,21.11.2016-2,2,A,G,AST4
X178G11_S279,178,Hippocampus,2H,7.10.2016,2,1,0,11.10.2016,9.11.2016,21.11.2016-2,2,A,G,AST1
X178G2_S207,178,Hippocampus,2H,7.10.2016,2,1,0,11.10.2016,9.11.2016,21.11.2016-2,2,A,G,AST1
X178G3_S215,178,Hippocampus,2H,7.10.2016,2,1,0,11.10.2016,9.11.2016,21.11.2016-2,2,A,G,AST1
X178G4_S223,178,Hippocampus,2H,7.10.2016,2,1,0,11.10.2016,9.11.2016,21.11.2016-2,2,A,G,AST1
X178G5_S231,178,Hippocampus,2H,7.10.2016,2,1,0,11.10.2016,9.11.2016,21.11.2016-2,2,A,G,AST3
X178G6_S239,178,Hippocampus,2H,7.10.2016,2,1,0,11.10.2016,9.11.2016,21.11.2016-2,2,A,G,AST2
X178G7_S247,178,Hippocampus,2H,7.10.2016,2,1,0,11.10.2016,9.11.2016,21.11.2016-2,2,A,G,AST1
X178G8_S255,178,Hippocampus,2H,7.10.2016,2,1,0,11.10.2016,9.11.2016,21.11.2016-2,2,A,G,AST1
X178H11_S280,178,Hippocampus,2H,7.10.2016,2,1,0,11.10.2016,9.11.2016,21.11.2016-2,2,A,G,AST3
X178H4_S224,178,Hippocampus,2H,7.10.2016,2,1,0,11.10.2016,9.11.2016,21.11.2016-2,2,A,G,AST4
X178H5_S232,178,Hippocampus,2H,7.10.2016,2,1,0,11.10.2016,9.11.2016,21.11.2016-2,2,A,G,AST4
X178H6_S240,178,Hippocampus,2H,7.10.2016,2,1,0,11.10.2016,9.11.2016,21.11.2016-2,2,A,G,AST4
X178H9_S264,178,Hippocampus,2H,7.10.2016,2,1,0,11.10.2016,9.11.2016,21.11.2016-2,2,A,G,AST1
X185A10_S265,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST2
X185A12_S281,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST3
X185A1_S193,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST2
X185A2_S201,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST3
X185A3_S209,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST3
X185A7_S241,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST3
X185A8_S249,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST3
X185A9_S257,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST2
X185B11_S274,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST2
X185B12_S282,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST2
X185B1_S194,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST2
X185B2_S202,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST3
X185B3_S210,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST2
X185B4_S218,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST2
X185B6_S234,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST2
X185B7_S242,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST1
X185B8_S250,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST3
X185B9_S258,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST5
X185C10_S267,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST2
X185C11_S275,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST3
X185C12_S283,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST3
X185C2_S203,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST3
X185C5_S227,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST2
X185C6_S235,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST2
X185C7_S243,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST1
X185C8_S251,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST1
X185C9_S259,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST3
X185D11_S276,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST3
X185D1_S196,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST2
X185D2_S204,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST2
X185D3_S212,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST2
X185D4_S220,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST3
X185D5_S228,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST2
X185D6_S236,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST2
X185D7_S244,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST2
X185D8_S252,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST2
X185D9_S260,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST2
X185E10_S269,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST2
X185E11_S277,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST3
X185E1_S197,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST3
X185E2_S205,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST5
X185E3_S213,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST2
X185E4_S221,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST1
X185E5_S229,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST2
X185E6_S237,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST3
X185E7_S245,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST3
X185E8_S253,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST2
X185E9_S261,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST1
X185F2_S206,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST3
X185F3_S214,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST2
X185F4_S222,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST2
X185F5_S230,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST2
X185F6_S238,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST2
X185F8_S254,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST1
X185G10_S271,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST1
X185G11_S279,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,Mural
X185G3_S215,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST2
X185G5_S231,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST3
X185G6_S239,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST2
X185G7_S247,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST2
X185G9_S263,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST3
X185H10_S272,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST2
X185H1_S200,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST3
X185H2_S208,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST1
X185H3_S216,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST2
X185H4_S224,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST3
X185H6_S240,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST2
X185H7_S248,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,Endothelial
X185H8_S256,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST2
X185H9_S264,185,Cortex,2C,6.10.2016,2,0,0,10.10.2016,9.11.2016,21.11.2016-2,1,A,B,AST2
X188A11_S369,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST3
X188A1_S289,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,Mural
X188A3_S305,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST1
X188A4_S313,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST1
X188A5_S321,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST1
X188A7_S337,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST4
X188A8_S345,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST1
X188B10_S362,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST4
X188B11_S370,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,Mural
X188B12_S378,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST3
X188B1_S290,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,Mural
X188B2_S298,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST2
X188B3_S306,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST4
X188B4_S314,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST1
X188B5_S322,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST1
X188B6_S330,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST1
X188B7_S338,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,Mural
X188B8_S346,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST1
X188B9_S354,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST3
X188C11_S371,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST1
X188C12_S379,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST1
X188C1_S291,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST3
X188C2_S299,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST1
X188C4_S315,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST1
X188C5_S323,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,Mural
X188C7_S339,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,Mural
X188C8_S347,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST1
X188C9_S355,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST1
X188D10_S364,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST1
X188D11_S372,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST1
X188D12_S380,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST1
X188D1_S292,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST3
X188D2_S300,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST1
X188D4_S316,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST3
X188D5_S324,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST4
X188D7_S340,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST2
X188D9_S356,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST1
X188E10_S365,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST1
X188E12_S381,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,Mural
X188E1_S293,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST1
X188E2_S301,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST3
X188E3_S309,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST1
X188E4_S317,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST1
X188E5_S325,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST3
X188E6_S333,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST1
X188E8_S349,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,Mural
X188E9_S357,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST1
X188F10_S366,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST2
X188F11_S374,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST2
X188F1_S294,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST1
X188F4_S318,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST5
X188F6_S334,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST1
X188F7_S342,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST4
X188F8_S350,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,Microglial
X188F9_S358,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST4
X188G10_S367,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,Neuronal
X188G11_S375,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST1
X188G1_S295,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST1
X188G3_S311,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST1
X188G4_S319,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST4
X188G7_S343,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,(none)
X188G8_S351,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST1
X188G9_S359,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST1
X188H10_S368,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,Mural
X188H11_S376,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST1
X188H1_S296,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST4
X188H2_S304,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST1
X188H3_S312,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST4
X188H4_S320,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST4
X188H6_S336,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST1
X188H7_S344,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST4
X188H8_S352,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST4
X188H9_S360,188,Hippocampus,2H,10.10.2016,3,0,0,20.10.2016,16.11.2016,24.11.2016-4,1,C,E,AST1
X18A3_S113,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,Mural
X18A6_S137,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST3
X18A7_S145,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST1
X18A8_S153,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST1
X18A9_S161,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST1
X18B10_S170,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,Mural
X18B11_S178,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST3
X18B12_S186,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST3
X18B1_S98,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST4
X18B2_S106,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST1
X18B3_S114,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,Microglial
X18B4_S122,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST1
X18B6_S138,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST2
X18B7_S146,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST1
X18B8_S154,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST4
X18B9_S162,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST3
X18C10_S171,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST1
X18C12_S187,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST1
X18C1_S99,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST1
X18C2_S107,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST3
X18C4_S123,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST1
X18C5_S131,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,Endothelial
X18C6_S139,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST1
X18C9_S163,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,Endothelial
X18D11_S180,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,Mural
X18D12_S188,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,Mural
X18D2_S108,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST3
X18D3_S116,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST1
X18D4_S124,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST3
X18D5_S132,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST1
X18D6_S140,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,Mural
X18D7_S148,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST3
X18D8_S156,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST1
X18D9_S164,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST1
X18E10_S173,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST3
X18E11_S181,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST1
X18E12_S189,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST3
X18E3_S117,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST2
X18E4_S125,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST1
X18E5_S133,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST1
X18E7_S149,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,Mural
X18E8_S157,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST4
X18F10_S174,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST4
X18F2_S110,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST1
X18F3_S118,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,Mural
X18F5_S134,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST1
X18F6_S142,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST5
X18F7_S150,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST3
X18F8_S158,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST1
X18G10_S175,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST1
X18G11_S183,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST4
X18G1_S103,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST4
X18G3_S119,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST1
X18G5_S135,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST1
X18G6_S143,18,Hippocampus,1H,17.10.2016-2,2,0,0,25.10.2016,9.11.2016,23.11.2016,2,B,G,AST1
